@relation pizzarequests

@attribute PostEdited {0,1}
@attribute NumberOfUpVotes numeric
@attribute NumberofDownVotes numeric
@attribute CommentsOnRequest numeric
@attribute CommentsOnRetrieval numeric
@attribute WordScore numeric
@attribute TitleScore numeric
@attribute class {0,1}

@data
"0","2.0","1.0","58.0","76.0","22340","1251","0"
"1","2.0","2.0","0.0","0.0","17284","698","0"
"0","3.0","3.0","0.0","1000.0","10164","125","0"
"0","3.0","8.0","0.0","8.0","12292","278","0"
"0","3.0","1.0","61.0","90.0","7940","2004","0"
"0","7.0","0.0","145.0","200.0","11763","40","0"
"0","2.0","1.0","0.0","2.0","13574","1098","0"
"0","2.0","1.0","0.0","0.0","7866","712","0"
"0","2.0","0.0","37.0","223.0","11911","556","0"
"0","2.0","0.0","225.0","734.0","20479","62","0"
"0","2.0","2.0","121.0","135.0","2159","942","0"
"0","2.0","4.0","59.0","77.0","8395","428","0"
"0","4.0","3.0","50.0","56.0","11346","838","0"
"0","21.0","5.0","114.0","120.0","3362","2291","0"
"0","26.0","9.0","65.0","193.0","17664","38","0"
"0","7.0","0.0","347.0","764.0","7001","19","0"
"0","2.0","1.0","363.0","999.0","16691","2180","0"
"0","2.0","1.0","9.0","9.0","18719","699","0"
"0","2.0","0.0","535.0","802.0","6519","803","0"
"0","2.0","0.0","15.0","177.0","23545","1136","0"
"0","4.0","3.0","8.0","8.0","7306","880","0"
"0","7.0","3.0","0.0","994.0","5624","284","0"
"0","4.0","3.0","0.0","2.0","68451","370","0"
"0","4.0","4.0","82.0","114.0","5874","1012","0"
"0","3.0","1.0","40.0","49.0","10342","399","0"
"0","4.0","1.0","0.0","948.0","6252","93","0"
"0","6.0","1.0","149.0","156.0","15455","276","0"
"0","8.0","2.0","162.0","898.0","17406","672","0"
"0","2.0","3.0","0.0","1000.0","22934","965","0"
"0","2.0","1.0","0.0","2.0","10993","736","0"
"0","3.0","1.0","23.0","31.0","15471","1033","0"
"0","5.0","3.0","98.0","99.0","22585","1683","0"
"0","7.0","6.0","146.0","551.0","4459","296","0"
"0","2.0","1.0","45.0","62.0","13359","230","0"
"0","3.0","2.0","0.0","0.0","29419","567","0"
"0","2.0","0.0","107.0","517.0","20961","1016","0"
"0","2.0","3.0","0.0","0.0","19608","61","0"
"1","4.0","1.0","0.0","63.0","5489","124","0"
"0","7.0","3.0","81.0","83.0","25681","2658","0"
"0","2.0","2.0","38.0","93.0","16169","683","0"
"0","4.0","2.0","51.0","145.0","15814","1161","0"
"0","13.0","10.0","0.0","2.0","15121","375","0"
"1","1.0","0.0","0.0","999.0","8360","1251","0"
"0","2.0","1.0","0.0","1.0","12879","517","0"
"0","3.0","1.0","0.0","0.0","32016","642","0"
"0","17.0","5.0","12.0","16.0","20850","70","0"
"0","2.0","0.0","4.0","5.0","12452","23","0"
"0","6.0","2.0","0.0","992.0","7297","300","0"
"0","3.0","0.0","309.0","309.0","16503","852","0"
"0","2.0","0.0","8.0","8.0","11762","759","0"
"0","4.0","3.0","0.0","0.0","23972","1364","0"
"0","3.0","0.0","6.0","16.0","16199","651","0"
"0","3.0","0.0","0.0","1.0","16514","149","0"
"0","3.0","1.0","0.0","0.0","3686","90","0"
"0","2.0","1.0","120.0","205.0","5743","980","0"
"0","3.0","2.0","0.0","0.0","9922","79","0"
"0","1.0","0.0","32.0","35.0","3715","168","0"
"0","11.0","5.0","94.0","103.0","14078","1865","0"
"0","3.0","2.0","132.0","217.0","13263","694","0"
"0","3.0","2.0","116.0","274.0","19420","1790","0"
"0","7.0","2.0","0.0","1000.0","32063","2317","0"
"0","10.0","8.0","726.0","762.0","5628","722","0"
"1","2.0","4.0","0.0","1.0","23258","1672","0"
"0","2.0","0.0","154.0","182.0","19760","99","0"
"0","2.0","0.0","0.0","994.0","24711","1606","0"
"0","2.0","3.0","43.0","177.0","15904","218","0"
"0","1.0","0.0","0.0","1.0","4977","599","0"
"0","12.0","3.0","0.0","3.0","14726","1188","0"
"0","16.0","14.0","0.0","0.0","11507","123","0"
"0","5.0","1.0","0.0","3.0","18385","347","0"
"0","7.0","3.0","37.0","89.0","10581","1323","0"
"0","2.0","2.0","306.0","701.0","23972","656","0"
"0","3.0","1.0","65.0","188.0","20861","1144","0"
"0","3.0","4.0","0.0","2.0","13299","112","0"
"0","5.0","1.0","410.0","449.0","18289","1089","0"
"0","7.0","8.0","0.0","10.0","22316","519","0"
"0","2.0","2.0","27.0","125.0","21096","658","0"
"0","2.0","2.0","0.0","0.0","10449","962","0"
"0","2.0","2.0","64.0","65.0","29878","88","0"
"0","3.0","3.0","738.0","760.0","23374","1259","0"
"0","12.0","0.0","83.0","85.0","7187","1623","0"
"0","6.0","1.0","403.0","807.0","3012","114","0"
"0","3.0","2.0","0.0","1000.0","27086","773","0"
"0","4.0","2.0","215.0","296.0","6327","719","0"
"0","3.0","0.0","22.0","23.0","1337","895","0"
"0","3.0","0.0","0.0","4.0","8067","624","0"
"0","4.0","1.0","85.0","92.0","14257","262","0"
"0","1.0","1.0","173.0","591.0","19499","2058","0"
"0","2.0","1.0","170.0","661.0","12684","381","0"
"0","16.0","16.0","32.0","281.0","1256","1","0"
"0","1.0","0.0","95.0","245.0","15241","976","0"
"0","18.0","14.0","637.0","937.0","7545","993","0"
"0","4.0","2.0","44.0","64.0","21375","116","0"
"0","3.0","1.0","77.0","295.0","8054","1304","0"
"0","1.0","1.0","100.0","130.0","12430","872","0"
"0","1.0","0.0","0.0","10.0","29613","838","0"
"0","2.0","0.0","39.0","68.0","3998","1001","0"
"0","2.0","1.0","9.0","482.0","15530","1076","0"
"0","2.0","1.0","70.0","162.0","12872","2102","0"
"0","11.0","6.0","0.0","1.0","11430","135","0"
"0","15.0","7.0","25.0","43.0","20884","1730","0"
"0","8.0","2.0","68.0","72.0","21626","1635","0"
"0","3.0","1.0","0.0","62.0","25093","216","0"
"0","3.0","3.0","0.0","0.0","27846","815","0"
"0","3.0","4.0","789.0","962.0","2576","1974","0"
"1","4.0","1.0","0.0","0.0","8225","990","0"
"0","13.0","7.0","0.0","3.0","50205","419","0"
"0","6.0","2.0","122.0","606.0","10177","993","0"
"0","4.0","1.0","38.0","43.0","17761","687","0"
"0","1.0","0.0","0.0","72.0","13567","124","0"
"0","2.0","4.0","937.0","1000.0","17028","1631","0"
"0","6.0","5.0","0.0","1.0","13962","988","0"
"0","2.0","2.0","0.0","1.0","6322","646","0"
"0","1.0","0.0","74.0","77.0","11709","842","0"
"0","9.0","2.0","0.0","0.0","19573","263","0"
"0","4.0","3.0","0.0","0.0","10377","1045","0"
"0","3.0","2.0","8.0","18.0","14132","355","0"
"0","4.0","1.0","161.0","188.0","21848","927","0"
"0","2.0","1.0","73.0","73.0","12664","505","0"
"1","2.0","0.0","262.0","313.0","32943","293","0"
"0","1.0","2.0","15.0","47.0","10791","774","0"
"0","4.0","4.0","21.0","134.0","16617","451","0"
"0","2.0","1.0","0.0","0.0","30240","47","0"
"0","1.0","0.0","0.0","1.0","22415","889","0"
"0","13.0","15.0","0.0","0.0","16834","124","0"
"0","2.0","1.0","53.0","96.0","10105","1362","0"
"0","2.0","0.0","645.0","997.0","12041","1927","0"
"0","3.0","3.0","12.0","17.0","4877","1126","0"
"0","1.0","0.0","0.0","1000.0","4572","1134","0"
"0","4.0","1.0","2.0","25.0","12133","1522","0"
"0","1.0","1.0","634.0","922.0","19350","242","0"
"0","6.0","5.0","255.0","1000.0","17487","840","0"
"0","9.0","3.0","0.0","4.0","22696","127","0"
"0","3.0","0.0","0.0","1.0","25180","2321","0"
"1","4.0","1.0","0.0","9.0","25917","1068","0"
"0","3.0","1.0","197.0","197.0","21661","646","0"
"0","1.0","1.0","0.0","1.0","23983","71","0"
"0","4.0","3.0","0.0","0.0","405","384","0"
"0","4.0","4.0","12.0","64.0","13185","1010","0"
"0","3.0","0.0","706.0","745.0","22281","987","0"
"0","2.0","1.0","20.0","21.0","23637","1628","0"
"0","3.0","1.0","30.0","30.0","19129","79","0"
"0","2.0","0.0","0.0","14.0","7351","898","0"
"0","7.0","3.0","35.0","46.0","24122","818","0"
"0","5.0","0.0","0.0","1.0","4367","214","0"
"0","5.0","7.0","26.0","27.0","18278","584","0"
"0","4.0","1.0","126.0","163.0","7793","648","0"
"1","7.0","1.0","91.0","184.0","21728","127","0"
"0","5.0","1.0","0.0","0.0","16161","721","0"
"0","3.0","1.0","86.0","164.0","15001","752","0"
"0","4.0","1.0","270.0","286.0","15179","867","0"
"0","3.0","0.0","529.0","592.0","16096","1437","0"
"0","3.0","2.0","0.0","0.0","38658","1177","0"
"0","1.0","0.0","604.0","674.0","16607","1005","0"
"1","5.0","0.0","27.0","159.0","9634","2768","0"
"0","2.0","0.0","0.0","0.0","33628","363","0"
"0","20.0","19.0","36.0","48.0","30335","1849","0"
"0","7.0","1.0","28.0","97.0","32601","780","0"
"0","13.0","4.0","234.0","701.0","34629","1348","0"
"0","6.0","3.0","0.0","884.0","3757","273","0"
"0","3.0","0.0","0.0","2.0","32289","1146","0"
"0","1.0","0.0","931.0","983.0","27646","2024","0"
"0","10.0","9.0","340.0","629.0","10711","290","0"
"0","4.0","1.0","0.0","1.0","7307","209","0"
"0","2.0","0.0","373.0","935.0","2965","191","0"
"1","11.0","3.0","109.0","128.0","24491","559","0"
"0","11.0","1.0","0.0","9.0","31122","615","0"
"0","3.0","3.0","72.0","74.0","11703","1511","0"
"0","2.0","0.0","14.0","54.0","30697","772","0"
"0","3.0","1.0","301.0","683.0","21576","314","0"
"0","2.0","0.0","0.0","1.0","14043","692","0"
"0","2.0","3.0","0.0","2.0","11929","2653","0"
"0","4.0","1.0","54.0","83.0","35721","1245","0"
"0","1.0","1.0","0.0","0.0","7098","208","0"
"0","6.0","3.0","0.0","2.0","26025","6","0"
"0","2.0","0.0","69.0","239.0","10612","106","0"
"0","16.0","6.0","568.0","680.0","32303","1980","0"
"0","3.0","7.0","0.0","0.0","12426","196","0"
"0","4.0","2.0","251.0","300.0","8592","769","0"
"0","3.0","1.0","42.0","107.0","26321","711","0"
"0","4.0","1.0","45.0","48.0","22899","718","0"
"0","4.0","1.0","2.0","2.0","12226","305","0"
"0","3.0","2.0","285.0","976.0","14263","683","0"
"0","4.0","1.0","28.0","53.0","8441","1437","0"
"0","2.0","9.0","23.0","208.0","1414","187","0"
"0","1.0","0.0","0.0","0.0","11493","57","0"
"0","2.0","1.0","79.0","91.0","3641","120","0"
"1","3.0","0.0","0.0","999.0","7357","260","0"
"0","4.0","2.0","0.0","0.0","35939","37","0"
"1","4.0","1.0","221.0","305.0","17313","2129","0"
"0","2.0","3.0","0.0","0.0","4437","31","0"
"0","21.0","1.0","51.0","153.0","7135","8","0"
"0","2.0","0.0","0.0","0.0","6867","120","0"
"0","8.0","6.0","771.0","995.0","6575","585","0"
"0","1.0","0.0","633.0","875.0","20927","957","0"
"0","4.0","3.0","125.0","934.0","21650","1054","0"
"0","9.0","3.0","0.0","1000.0","20137","500","0"
"0","4.0","2.0","0.0","1.0","38255","306","0"
"0","9.0","2.0","26.0","51.0","12304","780","0"
"0","2.0","1.0","0.0","0.0","70127","168","0"
"0","3.0","0.0","339.0","1000.0","8769","607","0"
"0","1.0","0.0","35.0","36.0","15340","814","0"
"0","1.0","0.0","31.0","577.0","11055","460","0"
"0","7.0","2.0","167.0","440.0","8184","617","0"
"0","8.0","6.0","16.0","16.0","4239","903","0"
"0","1.0","2.0","1.0","2.0","20644","708","0"
"0","6.0","2.0","1.0","1.0","10604","597","0"
"0","1.0","2.0","15.0","18.0","12729","700","0"
"0","4.0","2.0","253.0","307.0","4232","923","0"
"0","1.0","0.0","992.0","995.0","19036","504","0"
"0","5.0","0.0","53.0","280.0","17694","397","0"
"0","11.0","5.0","95.0","179.0","17809","738","0"
"1","3.0","2.0","18.0","30.0","27387","1198","0"
"0","2.0","1.0","0.0","1000.0","2848","51","0"
"0","1.0","0.0","27.0","64.0","4715","1195","0"
"0","11.0","3.0","192.0","192.0","14129","97","0"
"0","2.0","5.0","4.0","4.0","23172","406","0"
"0","2.0","0.0","4.0","17.0","8675","88","0"
"0","1.0","1.0","214.0","305.0","11015","454","0"
"0","2.0","1.0","17.0","26.0","1702","1462","0"
"0","8.0","3.0","192.0","204.0","30289","985","0"
"0","5.0","3.0","77.0","588.0","11702","681","0"
"0","8.0","7.0","0.0","1000.0","11082","1731","0"
"0","1.0","2.0","0.0","0.0","14991","655","0"
"0","2.0","1.0","54.0","264.0","783","283","0"
"0","3.0","0.0","26.0","79.0","8741","1587","0"
"0","2.0","1.0","9.0","12.0","4945","342","0"
"0","3.0","1.0","105.0","362.0","12886","209","0"
"0","2.0","0.0","39.0","583.0","19708","670","0"
"0","4.0","2.0","0.0","1000.0","8633","812","0"
"0","2.0","1.0","1.0","144.0","3662","187","0"
"0","7.0","8.0","0.0","0.0","14609","25","0"
"0","6.0","2.0","22.0","91.0","4334","1068","0"
"0","2.0","0.0","636.0","998.0","8710","1193","0"
"0","7.0","3.0","361.0","914.0","7697","1410","0"
"0","1.0","1.0","87.0","102.0","5984","624","0"
"0","4.0","3.0","2.0","9.0","9455","141","0"
"0","5.0","1.0","0.0","0.0","8948","642","0"
"1","3.0","2.0","0.0","357.0","10676","10","0"
"0","2.0","1.0","187.0","371.0","46943","136","0"
"0","3.0","0.0","8.0","11.0","20101","443","0"
"0","3.0","2.0","280.0","497.0","15442","620","0"
"0","4.0","1.0","0.0","1000.0","3621","2124","0"
"0","4.0","2.0","42.0","466.0","11736","1097","0"
"0","12.0","1.0","0.0","0.0","11166","215","0"
"0","1.0","0.0","0.0","5.0","10870","158","0"
"1","7.0","6.0","32.0","212.0","9758","517","0"
"0","2.0","1.0","210.0","298.0","11737","1836","0"
"0","8.0","1.0","4.0","11.0","18426","590","0"
"0","7.0","0.0","28.0","28.0","20051","238","0"
"1","3.0","3.0","0.0","6.0","11444","2218","0"
"0","1.0","0.0","1.0","3.0","16373","9","0"
"0","7.0","2.0","3.0","53.0","16244","197","0"
"0","3.0","1.0","67.0","78.0","20972","1779","0"
"0","5.0","2.0","9.0","37.0","12840","1530","0"
"0","5.0","1.0","0.0","0.0","2290","1895","0"
"0","9.0","2.0","130.0","148.0","33005","1711","0"
"0","1.0","1.0","0.0","0.0","21317","1123","0"
"0","2.0","1.0","0.0","1.0","35822","1003","0"
"0","4.0","0.0","187.0","220.0","7142","1417","0"
"0","2.0","2.0","0.0","0.0","10457","731","0"
"0","9.0","4.0","183.0","183.0","24892","1819","0"
"1","4.0","0.0","242.0","999.0","19387","1228","0"
"0","3.0","2.0","568.0","991.0","24551","1026","0"
"0","2.0","3.0","59.0","63.0","25093","804","0"
"0","1.0","0.0","73.0","649.0","8769","1165","0"
"0","6.0","2.0","110.0","156.0","17638","255","0"
"0","3.0","0.0","340.0","990.0","6417","1185","0"
"0","4.0","3.0","98.0","105.0","16383","1275","0"
"0","2.0","2.0","0.0","3.0","11442","1012","0"
"0","2.0","2.0","0.0","0.0","11592","194","0"
"0","2.0","0.0","75.0","579.0","14625","132","0"
"0","2.0","1.0","43.0","48.0","3239","2614","0"
"0","19.0","4.0","108.0","121.0","14390","1057","0"
"0","6.0","4.0","184.0","493.0","18402","666","0"
"0","7.0","4.0","0.0","2.0","26418","275","0"
"0","9.0","3.0","497.0","999.0","12007","1281","0"
"0","1.0","0.0","53.0","1000.0","15846","99","0"
"0","2.0","1.0","0.0","104.0","15391","778","0"
"0","38.0","17.0","0.0","5.0","191","30","0"
"0","3.0","2.0","58.0","720.0","9965","309","0"
"0","2.0","0.0","155.0","914.0","25271","108","0"
"0","1.0","1.0","146.0","169.0","7166","1022","0"
"1","3.0","1.0","0.0","0.0","10058","610","0"
"0","12.0","3.0","215.0","314.0","4913","1847","0"
"0","3.0","2.0","1.0","1.0","3829","726","0"
"1","2.0","1.0","7.0","10.0","11063","1091","0"
"0","1.0","0.0","0.0","1.0","13251","2404","0"
"0","3.0","1.0","696.0","1000.0","8451","658","0"
"0","3.0","1.0","0.0","988.0","13730","305","0"
"0","3.0","1.0","48.0","143.0","24708","1407","0"
"0","5.0","2.0","10.0","12.0","24284","2242","0"
"0","1.0","0.0","481.0","497.0","13480","437","0"
"0","1.0","1.0","0.0","2.0","17762","438","0"
"0","8.0","6.0","0.0","193.0","14342","6","0"
"0","2.0","0.0","0.0","0.0","11294","773","0"
"0","3.0","3.0","476.0","929.0","18373","831","0"
"0","1.0","0.0","31.0","37.0","15716","381","0"
"0","7.0","5.0","0.0","0.0","34882","434","0"
"0","2.0","1.0","105.0","909.0","10608","1015","0"
"0","4.0","2.0","13.0","30.0","17188","2","0"
"0","4.0","2.0","409.0","885.0","5621","1016","0"
"0","7.0","2.0","0.0","1.0","5441","446","0"
"0","4.0","2.0","0.0","3.0","11504","229","0"
"0","1.0","0.0","4.0","95.0","7161","2275","0"
"0","4.0","1.0","12.0","15.0","14871","1508","0"
"0","8.0","2.0","76.0","78.0","22687","2108","0"
"0","4.0","3.0","0.0","0.0","37589","160","0"
"0","2.0","1.0","616.0","877.0","8226","741","0"
"0","1.0","1.0","236.0","275.0","4976","1141","0"
"0","5.0","0.0","5.0","11.0","5475","1226","0"
"0","3.0","3.0","92.0","94.0","3170","1280","0"
"0","3.0","3.0","248.0","377.0","7929","166","0"
"0","1.0","0.0","254.0","484.0","4564","1096","0"
"0","6.0","1.0","73.0","118.0","5358","1284","0"
"0","2.0","0.0","0.0","0.0","10334","1081","0"
"0","9.0","8.0","0.0","0.0","12890","1368","0"
"0","2.0","1.0","329.0","413.0","25963","796","0"
"0","20.0","5.0","50.0","227.0","13608","1511","0"
"0","2.0","1.0","41.0","66.0","11940","786","0"
"0","1.0","1.0","0.0","0.0","10641","0","0"
"0","4.0","3.0","0.0","4.0","16762","39","0"
"0","2.0","1.0","0.0","0.0","8212","1463","0"
"0","6.0","5.0","0.0","0.0","27123","211","0"
"0","3.0","2.0","0.0","0.0","8246","265","0"
"0","4.0","1.0","50.0","557.0","18545","819","0"
"0","5.0","4.0","33.0","123.0","26789","677","0"
"0","1.0","1.0","118.0","512.0","11437","1821","0"
"0","5.0","4.0","121.0","176.0","1369","1975","0"
"1","1.0","1.0","69.0","228.0","8272","718","0"
"0","6.0","1.0","147.0","163.0","16507","603","0"
"0","2.0","1.0","0.0","2.0","34266","223","0"
"0","7.0","3.0","189.0","599.0","15630","970","0"
"0","1.0","0.0","46.0","47.0","14969","423","0"
"0","6.0","3.0","60.0","61.0","18938","686","0"
"0","7.0","4.0","240.0","243.0","31131","1850","0"
"0","3.0","0.0","85.0","184.0","22912","268","0"
"0","2.0","1.0","0.0","3.0","41008","694","0"
"0","2.0","3.0","21.0","23.0","5941","121","0"
"0","6.0","5.0","0.0","0.0","14402","1449","0"
"0","2.0","0.0","0.0","1.0","4191","450","0"
"1","4.0","2.0","103.0","1000.0","10753","842","0"
"0","7.0","5.0","5.0","8.0","4260","1057","0"
"0","3.0","1.0","0.0","5.0","18341","495","0"
"0","2.0","2.0","729.0","790.0","19923","13","0"
"0","14.0","2.0","335.0","568.0","14608","563","0"
"0","5.0","4.0","2.0","16.0","33472","674","0"
"0","6.0","5.0","666.0","974.0","10748","1065","0"
"0","1.0","1.0","0.0","0.0","3521","45","0"
"0","1.0","0.0","10.0","20.0","6122","492","0"
"0","2.0","1.0","660.0","789.0","9980","1458","0"
"0","25.0","7.0","253.0","291.0","8197","1660","0"
"0","4.0","3.0","0.0","1.0","1442","907","0"
"0","10.0","5.0","83.0","85.0","11694","2050","0"
"0","6.0","4.0","28.0","35.0","14840","469","0"
"0","5.0","4.0","0.0","0.0","14138","349","0"
"0","2.0","1.0","676.0","692.0","14572","1514","0"
"0","7.0","4.0","0.0","3.0","46518","1873","0"
"0","2.0","5.0","44.0","220.0","2665","489","0"
"0","1.0","0.0","0.0","0.0","18121","211","0"
"0","4.0","4.0","0.0","1.0","12646","536","0"
"0","5.0","2.0","90.0","145.0","14352","1654","0"
"0","2.0","0.0","27.0","96.0","11091","906","0"
"0","2.0","2.0","165.0","236.0","10364","1309","0"
"0","1.0","1.0","169.0","183.0","9389","765","0"
"0","5.0","1.0","0.0","12.0","22626","760","0"
"1","3.0","0.0","88.0","270.0","12797","1860","0"
"0","6.0","2.0","464.0","476.0","5594","529","0"
"1","14.0","14.0","0.0","8.0","9207","146","0"
"0","4.0","3.0","0.0","1.0","8762","3","0"
"0","7.0","0.0","23.0","25.0","12822","702","0"
"0","5.0","3.0","0.0","2.0","19926","1818","0"
"1","6.0","5.0","0.0","2.0","17488","968","0"
"0","3.0","2.0","3.0","8.0","36487","275","0"
"0","2.0","0.0","0.0","8.0","6395","267","0"
"0","3.0","1.0","0.0","5.0","16627","321","0"
"0","12.0","9.0","9.0","9.0","9869","1850","0"
"0","10.0","2.0","656.0","708.0","11624","492","0"
"0","1.0","0.0","0.0","1000.0","10910","701","0"
"0","7.0","4.0","23.0","24.0","15619","566","0"
"0","8.0","1.0","778.0","848.0","16102","1118","0"
"0","2.0","1.0","0.0","0.0","1575","1395","0"
"0","7.0","1.0","968.0","999.0","12315","1893","0"
"0","5.0","2.0","34.0","162.0","21475","36","0"
"0","7.0","1.0","544.0","1000.0","10808","622","0"
"1","3.0","1.0","7.0","25.0","30969","1221","0"
"0","2.0","2.0","0.0","0.0","6201","842","0"
"0","6.0","4.0","0.0","2.0","46700","1109","0"
"0","5.0","0.0","400.0","402.0","21866","1014","0"
"0","22.0","9.0","4.0","5.0","6332","234","0"
"0","5.0","3.0","20.0","23.0","14791","649","0"
"0","8.0","3.0","39.0","40.0","11940","1081","0"
"0","1.0","0.0","92.0","150.0","10455","1482","0"
"0","25.0","6.0","27.0","33.0","12437","250","0"
"0","1.0","4.0","16.0","326.0","5609","282","0"
"0","3.0","1.0","0.0","3.0","19187","355","0"
"0","1.0","0.0","43.0","330.0","12015","554","0"
"0","2.0","1.0","14.0","14.0","7573","256","0"
"0","2.0","2.0","668.0","793.0","2842","626","0"
"0","12.0","2.0","354.0","995.0","20989","154","0"
"0","14.0","1.0","86.0","149.0","9336","963","0"
"0","11.0","5.0","0.0","0.0","32418","426","0"
"0","3.0","3.0","0.0","1.0","20202","628","0"
"0","14.0","7.0","120.0","256.0","611","1049","0"
"0","2.0","0.0","230.0","268.0","4707","1","0"
"0","1.0","1.0","0.0","4.0","24347","864","0"
"0","5.0","3.0","40.0","105.0","12677","777","0"
"1","7.0","1.0","269.0","999.0","87218","649","0"
"0","10.0","11.0","0.0","0.0","23240","1331","0"
"1","7.0","1.0","145.0","874.0","14007","306","0"
"0","1.0","1.0","0.0","0.0","8213","123","0"
"0","3.0","2.0","73.0","76.0","12949","849","0"
"0","3.0","2.0","2.0","3.0","22869","1890","0"
"0","8.0","7.0","40.0","41.0","30189","352","0"
"0","1.0","2.0","145.0","145.0","29227","754","0"
"0","2.0","1.0","40.0","303.0","16218","152","0"
"0","5.0","4.0","0.0","6.0","4674","645","0"
"0","13.0","4.0","562.0","683.0","3317","730","0"
"0","3.0","1.0","5.0","14.0","21984","850","0"
"0","3.0","1.0","1.0","2.0","9077","943","0"
"0","2.0","3.0","18.0","26.0","8162","230","0"
"0","3.0","1.0","649.0","704.0","9383","1106","0"
"0","1.0","0.0","0.0","1.0","5463","52","0"
"0","12.0","2.0","168.0","297.0","12951","726","0"
"0","6.0","6.0","0.0","978.0","12300","1234","0"
"0","2.0","1.0","80.0","94.0","22386","1519","0"
"0","1.0","0.0","1.0","15.0","6900","226","0"
"0","5.0","3.0","138.0","158.0","15679","2176","0"
"0","4.0","5.0","740.0","743.0","8051","2420","0"
"0","1.0","0.0","0.0","59.0","10755","902","0"
"0","4.0","2.0","63.0","356.0","7770","1413","0"
"0","2.0","2.0","484.0","1000.0","11679","738","0"
"0","2.0","1.0","239.0","367.0","5500","0","0"
"0","1.0","0.0","260.0","308.0","30697","1366","0"
"0","4.0","2.0","159.0","164.0","1485","508","0"
"0","2.0","1.0","88.0","111.0","64856","365","0"
"0","5.0","1.0","107.0","356.0","18582","114","0"
"0","6.0","4.0","4.0","145.0","1232","2308","0"
"1","9.0","2.0","0.0","3.0","6766","1330","0"
"0","4.0","2.0","50.0","94.0","6247","547","0"
"0","3.0","1.0","0.0","1.0","21882","703","0"
"0","1.0","1.0","774.0","949.0","16869","764","0"
"1","6.0","2.0","684.0","718.0","22401","705","0"
"0","5.0","3.0","537.0","659.0","19916","858","0"
"0","2.0","1.0","15.0","263.0","12375","839","0"
"0","2.0","1.0","19.0","165.0","24347","74","0"
"0","5.0","2.0","0.0","6.0","16436","127","0"
"0","10.0","2.0","20.0","37.0","10593","256","0"
"0","2.0","1.0","522.0","729.0","5116","2733","0"
"1","4.0","3.0","0.0","1.0","3069","5","0"
"0","11.0","8.0","179.0","658.0","2396","1059","0"
"0","11.0","9.0","68.0","94.0","23756","1442","0"
"0","2.0","1.0","9.0","18.0","19636","132","0"
"0","5.0","1.0","33.0","33.0","29092","807","0"
"0","1.0","0.0","0.0","997.0","49420","1051","0"
"0","1.0","0.0","8.0","20.0","3876","247","0"
"0","19.0","9.0","0.0","2.0","12464","1144","0"
"0","1.0","0.0","231.0","423.0","14628","46","0"
"0","3.0","3.0","175.0","216.0","7349","461","0"
"0","3.0","0.0","51.0","329.0","5627","457","0"
"0","10.0","11.0","14.0","58.0","6080","83","0"
"0","3.0","3.0","182.0","235.0","8106","639","0"
"0","11.0","4.0","204.0","281.0","4672","1632","0"
"0","7.0","4.0","31.0","166.0","3593","978","0"
"0","3.0","0.0","0.0","1000.0","6881","1605","0"
"1","2.0","2.0","0.0","0.0","18128","36","0"
"1","32.0","19.0","0.0","2.0","16903","210","0"
"0","11.0","7.0","0.0","0.0","21602","737","0"
"0","1.0","0.0","0.0","2.0","3588","1203","0"
"0","3.0","1.0","0.0","0.0","10423","157","0"
"0","11.0","2.0","0.0","996.0","23670","246","0"
"1","2.0","2.0","0.0","8.0","41734","876","0"
"0","4.0","5.0","0.0","994.0","10574","985","0"
"0","6.0","2.0","0.0","1.0","13087","1028","0"
"0","3.0","2.0","0.0","2.0","47366","511","0"
"0","2.0","1.0","0.0","0.0","1073","737","0"
"0","2.0","0.0","0.0","1.0","19537","665","0"
"0","5.0","1.0","189.0","189.0","8109","740","0"
"0","3.0","1.0","51.0","60.0","6518","834","0"
"0","3.0","4.0","0.0","0.0","17249","0","0"
"0","5.0","3.0","103.0","1000.0","17073","429","0"
"0","7.0","1.0","0.0","1000.0","14778","764","0"
"0","5.0","4.0","131.0","596.0","9979","881","0"
"0","6.0","4.0","256.0","991.0","28462","87","0"
"0","2.0","1.0","0.0","0.0","20305","149","0"
"0","5.0","1.0","15.0","29.0","13342","1903","0"
"0","7.0","6.0","142.0","1000.0","5348","1671","0"
"0","3.0","0.0","33.0","94.0","26166","1210","0"
"0","1.0","1.0","512.0","772.0","5921","560","0"
"0","8.0","4.0","465.0","1000.0","13194","1179","0"
"0","6.0","4.0","161.0","434.0","9886","752","0"
"1","12.0","2.0","223.0","255.0","18900","1022","0"
"0","6.0","1.0","11.0","790.0","16301","450","0"
"0","4.0","5.0","0.0","1000.0","4648","1362","0"
"0","3.0","3.0","444.0","444.0","18755","1378","0"
"0","2.0","1.0","0.0","3.0","6316","259","0"
"0","3.0","3.0","13.0","165.0","6187","397","0"
"0","2.0","1.0","105.0","160.0","13108","1085","0"
"0","5.0","3.0","64.0","97.0","23425","88","0"
"0","7.0","11.0","17.0","377.0","4785","653","0"
"0","2.0","0.0","0.0","1000.0","8706","2019","0"
"0","7.0","5.0","334.0","486.0","26040","568","0"
"0","3.0","1.0","195.0","200.0","17657","605","0"
"0","3.0","0.0","53.0","475.0","7517","648","0"
"0","6.0","3.0","6.0","7.0","24901","470","0"
"0","2.0","2.0","0.0","4.0","5840","225","0"
